UserName,QuestionID,Title,UserRespnse,Title,ExamID,Title,ResourcePrimaryName
s971303118,33580,در گونه Holtemia persica:,100,گزینه های 2 و 3,3289,سیستماتیک گیاهی 3,سیستماتیک گیاهی ۳ گروه (۱)
s971303119,33580,در گونه Holtemia persica:,1,گزینه های 2 و 3,3289,سیستماتیک گیاهی 3,سیستماتیک گیاهی ۳ گروه (۱)
s971303120,33580,در گونه Holtemia persica:,100,گزینه های 2 و 3,3289,سیستماتیک گیاهی 3,سیستماتیک گیاهی ۳ گروه (۱)
s971303121,33580,در گونه Holtemia persica:,100,گزینه های 2 و 3,3289,سیستماتیک گیاهی 3,سیستماتیک گیاهی ۳ گروه (۱)
s971303123,33580,در گونه Holtemia persica:,100,گزینه های 2 و 3,3289,سیستماتیک گیاهی 3,سیستماتیک گیاهی ۳ گروه (۱)
s971303129,33580,در گونه Holtemia persica:,100,گزینه های 2 و 3,3289,سیستماتیک گیاهی 3,سیستماتیک گیاهی ۳ گروه (۱)
s971303137,33580,در گونه Holtemia persica:,100,گزینه های 2 و 3,3289,سیستماتیک گیاهی 3,سیستماتیک گیاهی ۳ گروه (۱)
s971303138,33580,در گونه Holtemia persica:,100,گزینه های 2 و 3,3289,سیستماتیک گیاهی 3,سیستماتیک گیاهی ۳ گروه (۱)
s971303901,33580,در گونه Holtemia persica:,100,گزینه های 2 و 3,3289,سیستماتیک گیاهی 3,سیستماتیک گیاهی ۳ گروه (۱)
s961303103,33581,ویژگی Crassula natans مطابق با کدام گزینه زیر است؟,10,برگها گوشتی و در طول ساقه، گل آذین گرزن  ,3289,سیستماتیک گیاهی 3,سیستماتیک گیاهی ۳ گروه (۱)
s961303107,33581,ویژگی Crassula natans مطابق با کدام گزینه زیر است؟,10,برگها گوشتی و در طول ساقه، گل آذین گرزن  ,3289,سیستماتیک گیاهی 3,سیستماتیک گیاهی ۳ گروه (۱)
s961303118,33581,ویژگی Crassula natans مطابق با کدام گزینه زیر است؟,10,برگها گوشتی و در طول ساقه، گل آذین گرزن  ,3289,سیستماتیک گیاهی 3,سیستماتیک گیاهی ۳ گروه (۱)
s961303121,33581,ویژگی Crassula natans مطابق با کدام گزینه زیر است؟,10,برگها گوشتی و در طول ساقه، گل آذین گرزن  ,3289,سیستماتیک گیاهی 3,سیستماتیک گیاهی ۳ گروه (۱)
s961303124,33581,ویژگی Crassula natans مطابق با کدام گزینه زیر است؟,10,برگها گوشتی و در طول ساقه، گل آذین گرزن  ,3289,سیستماتیک گیاهی 3,سیستماتیک گیاهی ۳ گروه (۱)
s971303103,33581,ویژگی Crassula natans مطابق با کدام گزینه زیر است؟,10,برگها گوشتی و در طول ساقه، گل آذین گرزن  ,3289,سیستماتیک گیاهی 3,سیستماتیک گیاهی ۳ گروه (۱)
s971303104,33581,ویژگی Crassula natans مطابق با کدام گزینه زیر است؟,10,برگها گوشتی و در طول ساقه، گل آذین گرزن  ,3289,سیستماتیک گیاهی 3,سیستماتیک گیاهی ۳ گروه (۱)
s971303105,33581,ویژگی Crassula natans مطابق با کدام گزینه زیر است؟,10,برگها گوشتی و در طول ساقه، گل آذین گرزن  ,3289,سیستماتیک گیاهی 3,سیستماتیک گیاهی ۳ گروه (۱)
s971303106,33581,ویژگی Crassula natans مطابق با کدام گزینه زیر است؟,0,برگها گوشتی و در طول ساقه، گل آذین گرزن  ,3289,سیستماتیک گیاهی 3,سیستماتیک گیاهی ۳ گروه (۱)
s971303107,33581,ویژگی Crassula natans مطابق با کدام گزینه زیر است؟,10,برگها گوشتی و در طول ساقه، گل آذین گرزن  ,3289,سیستماتیک گیاهی 3,سیستماتیک گیاهی ۳ گروه (۱)
s971303108,33581,ویژگی Crassula natans مطابق با کدام گزینه زیر است؟,10,برگها گوشتی و در طول ساقه، گل آذین گرزن  ,3289,سیستماتیک گیاهی 3,سیستماتیک گیاهی ۳ گروه (۱)
s971303109,33581,ویژگی Crassula natans مطابق با کدام گزینه زیر است؟,10,برگها گوشتی و در طول ساقه، گل آذین گرزن  ,3289,سیستماتیک گیاهی 3,سیستماتیک گیاهی ۳ گروه (۱)
s971303110,33581,ویژگی Crassula natans مطابق با کدام گزینه زیر است؟,10,برگها گوشتی و در طول ساقه، گل آذین گرزن  ,3289,سیستماتیک گیاهی 3,سیستماتیک گیاهی ۳ گروه (۱)
s971303113,33581,ویژگی Crassula natans مطابق با کدام گزینه زیر است؟,10,برگها گوشتی و در طول ساقه، گل آذین گرزن  ,3289,سیستماتیک گیاهی 3,سیستماتیک گیاهی ۳ گروه (۱)
s971303114,33581,ویژگی Crassula natans مطابق با کدام گزینه زیر است؟,10,برگها گوشتی و در طول ساقه، گل آذین گرزن  ,3289,سیستماتیک گیاهی 3,سیستماتیک گیاهی ۳ گروه (۱)
s971303115,33581,ویژگی Crassula natans مطابق با کدام گزینه زیر است؟,10,برگها گوشتی و در طول ساقه، گل آذین گرزن  ,3289,سیستماتیک گیاهی 3,سیستماتیک گیاهی ۳ گروه (۱)
s971303118,33581,ویژگی Crassula natans مطابق با کدام گزینه زیر است؟,10,برگها گوشتی و در طول ساقه، گل آذین گرزن  ,3289,سیستماتیک گیاهی 3,سیستماتیک گیاهی ۳ گروه (۱)
s971303119,33581,ویژگی Crassula natans مطابق با کدام گزینه زیر است؟,10,برگها گوشتی و در طول ساقه، گل آذین گرزن  ,3289,سیستماتیک گیاهی 3,سیستماتیک گیاهی ۳ گروه (۱)
s971303120,33581,ویژگی Crassula natans مطابق با کدام گزینه زیر است؟,10,برگها گوشتی و در طول ساقه، گل آذین گرزن  ,3289,سیستماتیک گیاهی 3,سیستماتیک گیاهی ۳ گروه (۱)
s971303121,33581,ویژگی Crassula natans مطابق با کدام گزینه زیر است؟,10,برگها گوشتی و در طول ساقه، گل آذین گرزن  ,3289,سیستماتیک گیاهی 3,سیستماتیک گیاهی ۳ گروه (۱)
s971303123,33581,ویژگی Crassula natans مطابق با کدام گزینه زیر است؟,10,برگها گوشتی و در طول ساقه، گل آذین گرزن  ,3289,سیستماتیک گیاهی 3,سیستماتیک گیاهی ۳ گروه (۱)
s971303129,33581,ویژگی Crassula natans مطابق با کدام گزینه زیر است؟,10,برگها گوشتی و در طول ساقه، گل آذین گرزن  ,3289,سیستماتیک گیاهی 3,سیستماتیک گیاهی ۳ گروه (۱)
s971303137,33581,ویژگی Crassula natans مطابق با کدام گزینه زیر است؟,10,برگها گوشتی و در طول ساقه، گل آذین گرزن  ,3289,سیستماتیک گیاهی 3,سیستماتیک گیاهی ۳ گروه (۱)
s971303138,33581,ویژگی Crassula natans مطابق با کدام گزینه زیر است؟,10,برگها گوشتی و در طول ساقه، گل آذین گرزن  ,3289,سیستماتیک گیاهی 3,سیستماتیک گیاهی ۳ گروه (۱)
s971303901,33581,ویژگی Crassula natans مطابق با کدام گزینه زیر است؟,10,برگها گوشتی و در طول ساقه، گل آذین گرزن  ,3289,سیستماتیک گیاهی 3,سیستماتیک گیاهی ۳ گروه (۱)
s961303103,33582,میوه Pome با گل آذین منفرد انتهایی در کدام گونه زیر مشاهده می شود؟,10,cydonia oblonga   ,3289,سیستماتیک گیاهی 3,سیستماتیک گیاهی ۳ گروه (۱)
s961303107,33582,میوه Pome با گل آذین منفرد انتهایی در کدام گونه زیر مشاهده می شود؟,10,cydonia oblonga   ,3289,سیستماتیک گیاهی 3,سیستماتیک گیاهی ۳ گروه (۱)
s961303118,33582,میوه Pome با گل آذین منفرد انتهایی در کدام گونه زیر مشاهده می شود؟,10,cydonia oblonga   ,3289,سیستماتیک گیاهی 3,سیستماتیک گیاهی ۳ گروه (۱)
s961303121,33582,میوه Pome با گل آذین منفرد انتهایی در کدام گونه زیر مشاهده می شود؟,10,cydonia oblonga   ,3289,سیستماتیک گیاهی 3,سیستماتیک گیاهی ۳ گروه (۱)
s961303124,33582,میوه Pome با گل آذین منفرد انتهایی در کدام گونه زیر مشاهده می شود؟,10,cydonia oblonga   ,3289,سیستماتیک گیاهی 3,سیستماتیک گیاهی ۳ گروه (۱)
s971303103,33582,میوه Pome با گل آذین منفرد انتهایی در کدام گونه زیر مشاهده می شود؟,10,cydonia oblonga   ,3289,سیستماتیک گیاهی 3,سیستماتیک گیاهی ۳ گروه (۱)
s971303104,33582,میوه Pome با گل آذین منفرد انتهایی در کدام گونه زیر مشاهده می شود؟,10,cydonia oblonga   ,3289,سیستماتیک گیاهی 3,سیستماتیک گیاهی ۳ گروه (۱)
s971303105,33582,میوه Pome با گل آذین منفرد انتهایی در کدام گونه زیر مشاهده می شود؟,10,cydonia oblonga   ,3289,سیستماتیک گیاهی 3,سیستماتیک گیاهی ۳ گروه (۱)
s971303106,33582,میوه Pome با گل آذین منفرد انتهایی در کدام گونه زیر مشاهده می شود؟,0,cydonia oblonga   ,3289,سیستماتیک گیاهی 3,سیستماتیک گیاهی ۳ گروه (۱)
s971303107,33582,میوه Pome با گل آذین منفرد انتهایی در کدام گونه زیر مشاهده می شود؟,10,cydonia oblonga   ,3289,سیستماتیک گیاهی 3,سیستماتیک گیاهی ۳ گروه (۱)
s971303108,33582,میوه Pome با گل آذین منفرد انتهایی در کدام گونه زیر مشاهده می شود؟,10,cydonia oblonga   ,3289,سیستماتیک گیاهی 3,سیستماتیک گیاهی ۳ گروه (۱)
s971303109,33582,میوه Pome با گل آذین منفرد انتهایی در کدام گونه زیر مشاهده می شود؟,10,cydonia oblonga   ,3289,سیستماتیک گیاهی 3,سیستماتیک گیاهی ۳ گروه (۱)
s971303110,33582,میوه Pome با گل آذین منفرد انتهایی در کدام گونه زیر مشاهده می شود؟,10,cydonia oblonga   ,3289,سیستماتیک گیاهی 3,سیستماتیک گیاهی ۳ گروه (۱)
s971303113,33582,میوه Pome با گل آذین منفرد انتهایی در کدام گونه زیر مشاهده می شود؟,10,cydonia oblonga   ,3289,سیستماتیک گیاهی 3,سیستماتیک گیاهی ۳ گروه (۱)
s971303114,33582,میوه Pome با گل آذین منفرد انتهایی در کدام گونه زیر مشاهده می شود؟,10,cydonia oblonga   ,3289,سیستماتیک گیاهی 3,سیستماتیک گیاهی ۳ گروه (۱)
s971303115,33582,میوه Pome با گل آذین منفرد انتهایی در کدام گونه زیر مشاهده می شود؟,10,cydonia oblonga   ,3289,سیستماتیک گیاهی 3,سیستماتیک گیاهی ۳ گروه (۱)
s971303118,33582,میوه Pome با گل آذین منفرد انتهایی در کدام گونه زیر مشاهده می شود؟,10,cydonia oblonga   ,3289,سیستماتیک گیاهی 3,سیستماتیک گیاهی ۳ گروه (۱)
s971303119,33582,میوه Pome با گل آذین منفرد انتهایی در کدام گونه زیر مشاهده می شود؟,10,cydonia oblonga   ,3289,سیستماتیک گیاهی 3,سیستماتیک گیاهی ۳ گروه (۱)
s971303120,33582,میوه Pome با گل آذین منفرد انتهایی در کدام گونه زیر مشاهده می شود؟,10,cydonia oblonga   ,3289,سیستماتیک گیاهی 3,سیستماتیک گیاهی ۳ گروه (۱)
s971303121,33582,میوه Pome با گل آذین منفرد انتهایی در کدام گونه زیر مشاهده می شود؟,10,cydonia oblonga   ,3289,سیستماتیک گیاهی 3,سیستماتیک گیاهی ۳ گروه (۱)
s971303123,33582,میوه Pome با گل آذین منفرد انتهایی در کدام گونه زیر مشاهده می شود؟,10,cydonia oblonga   ,3289,سیستماتیک گیاهی 3,سیستماتیک گیاهی ۳ گروه (۱)
s971303129,33582,میوه Pome با گل آذین منفرد انتهایی در کدام گونه زیر مشاهده می شود؟,10,cydonia oblonga   ,3289,سیستماتیک گیاهی 3,سیستماتیک گیاهی ۳ گروه (۱)
s971303137,33582,میوه Pome با گل آذین منفرد انتهایی در کدام گونه زیر مشاهده می شود؟,10,cydonia oblonga   ,3289,سیستماتیک گیاهی 3,سیستماتیک گیاهی ۳ گروه (۱)
s971303138,33582,میوه Pome با گل آذین منفرد انتهایی در کدام گونه زیر مشاهده می شود؟,10,cydonia oblonga   ,3289,سیستماتیک گیاهی 3,سیستماتیک گیاهی ۳ گروه (۱)
s971303901,33582,میوه Pome با گل آذین منفرد انتهایی در کدام گونه زیر مشاهده می شود؟,10,cydonia oblonga   ,3289,سیستماتیک گیاهی 3,سیستماتیک گیاهی ۳ گروه (۱)
s961303103,33583,در کدام جنس های زیر ریزوم وجود داشته و برگ روزت دیده می شود؟,100,Saxifraga ligulata    ,3289,سیستماتیک گیاهی 3,سیستماتیک گیاهی ۳ گروه (۱)
s961303107,33583,در کدام جنس های زیر ریزوم وجود داشته و برگ روزت دیده می شود؟,100,Saxifraga ligulata    ,3289,سیستماتیک گیاهی 3,سیستماتیک گیاهی ۳ گروه (۱)
s961303118,33583,در کدام جنس های زیر ریزوم وجود داشته و برگ روزت دیده می شود؟,100,Saxifraga ligulata    ,3289,سیستماتیک گیاهی 3,سیستماتیک گیاهی ۳ گروه (۱)
s961303121,33583,در کدام جنس های زیر ریزوم وجود داشته و برگ روزت دیده می شود؟,100,Saxifraga ligulata    ,3289,سیستماتیک گیاهی 3,سیستماتیک گیاهی ۳ گروه (۱)
s961303124,33583,در کدام جنس های زیر ریزوم وجود داشته و برگ روزت دیده می شود؟,1000,Saxifraga ligulata    ,3289,سیستماتیک گیاهی 3,سیستماتیک گیاهی ۳ گروه (۱)
s971303103,33583,در کدام جنس های زیر ریزوم وجود داشته و برگ روزت دیده می شود؟,100,Saxifraga ligulata    ,3289,سیستماتیک گیاهی 3,سیستماتیک گیاهی ۳ گروه (۱)
s971303104,33583,در کدام جنس های زیر ریزوم وجود داشته و برگ روزت دیده می شود؟,100,Saxifraga ligulata    ,3289,سیستماتیک گیاهی 3,سیستماتیک گیاهی ۳ گروه (۱)
s971303105,33583,در کدام جنس های زیر ریزوم وجود داشته و برگ روزت دیده می شود؟,100,Saxifraga ligulata    ,3289,سیستماتیک گیاهی 3,سیستماتیک گیاهی ۳ گروه (۱)
s971303106,33583,در کدام جنس های زیر ریزوم وجود داشته و برگ روزت دیده می شود؟,0,Saxifraga ligulata    ,3289,سیستماتیک گیاهی 3,سیستماتیک گیاهی ۳ گروه (۱)
s971303107,33583,در کدام جنس های زیر ریزوم وجود داشته و برگ روزت دیده می شود؟,100,Saxifraga ligulata    ,3289,سیستماتیک گیاهی 3,سیستماتیک گیاهی ۳ گروه (۱)
s971303108,33583,در کدام جنس های زیر ریزوم وجود داشته و برگ روزت دیده می شود؟,100,Saxifraga ligulata    ,3289,سیستماتیک گیاهی 3,سیستماتیک گیاهی ۳ گروه (۱)
s971303109,33583,در کدام جنس های زیر ریزوم وجود داشته و برگ روزت دیده می شود؟,100,Saxifraga ligulata    ,3289,سیستماتیک گیاهی 3,سیستماتیک گیاهی ۳ گروه (۱)
s971303110,33583,در کدام جنس های زیر ریزوم وجود داشته و برگ روزت دیده می شود؟,100,Saxifraga ligulata    ,3289,سیستماتیک گیاهی 3,سیستماتیک گیاهی ۳ گروه (۱)
s971303113,33583,در کدام جنس های زیر ریزوم وجود داشته و برگ روزت دیده می شود؟,100,Saxifraga ligulata    ,3289,سیستماتیک گیاهی 3,سیستماتیک گیاهی ۳ گروه (۱)
s971303114,33583,در کدام جنس های زیر ریزوم وجود داشته و برگ روزت دیده می شود؟,100,Saxifraga ligulata    ,3289,سیستماتیک گیاهی 3,سیستماتیک گیاهی ۳ گروه (۱)
s971303115,33583,در کدام جنس های زیر ریزوم وجود داشته و برگ روزت دیده می شود؟,100,Saxifraga ligulata    ,3289,سیستماتیک گیاهی 3,سیستماتیک گیاهی ۳ گروه (۱)
s971303118,33583,در کدام جنس های زیر ریزوم وجود داشته و برگ روزت دیده می شود؟,10,Saxifraga ligulata    ,3289,سیستماتیک گیاهی 3,سیستماتیک گیاهی ۳ گروه (۱)
s971303119,33583,در کدام جنس های زیر ریزوم وجود داشته و برگ روزت دیده می شود؟,100,Saxifraga ligulata    ,3289,سیستماتیک گیاهی 3,سیستماتیک گیاهی ۳ گروه (۱)
s971303120,33583,در کدام جنس های زیر ریزوم وجود داشته و برگ روزت دیده می شود؟,100,Saxifraga ligulata    ,3289,سیستماتیک گیاهی 3,سیستماتیک گیاهی ۳ گروه (۱)
s971303121,33583,در کدام جنس های زیر ریزوم وجود داشته و برگ روزت دیده می شود؟,10,Saxifraga ligulata    ,3289,سیستماتیک گیاهی 3,سیستماتیک گیاهی ۳ گروه (۱)
s971303123,33583,در کدام جنس های زیر ریزوم وجود داشته و برگ روزت دیده می شود؟,10,Saxifraga ligulata    ,3289,سیستماتیک گیاهی 3,سیستماتیک گیاهی ۳ گروه (۱)
s971303129,33583,در کدام جنس های زیر ریزوم وجود داشته و برگ روزت دیده می شود؟,100,Saxifraga ligulata    ,3289,سیستماتیک گیاهی 3,سیستماتیک گیاهی ۳ گروه (۱)
s971303137,33583,در کدام جنس های زیر ریزوم وجود داشته و برگ روزت دیده می شود؟,100,Saxifraga ligulata    ,3289,سیستماتیک گیاهی 3,سیستماتیک گیاهی ۳ گروه (۱)
s971303138,33583,در کدام جنس های زیر ریزوم وجود داشته و برگ روزت دیده می شود؟,100,Saxifraga ligulata    ,3289,سیستماتیک گیاهی 3,سیستماتیک گیاهی ۳ گروه (۱)
s971303901,33583,در کدام جنس های زیر ریزوم وجود داشته و برگ روزت دیده می شود؟,100,Saxifraga ligulata    ,3289,سیستماتیک گیاهی 3,سیستماتیک گیاهی ۳ گروه (۱)
s961303103,33584,درختچه تنگرس چه ویژگی دارد؟,10,گیاهی با برگهای خطی که میوه شفت دارد  ,3289,سیستماتیک گیاهی 3,سیستماتیک گیاهی ۳ گروه (۱)
s961303107,33584,درختچه تنگرس چه ویژگی دارد؟,10,گیاهی با برگهای خطی که میوه شفت دارد  ,3289,سیستماتیک گیاهی 3,سیستماتیک گیاهی ۳ گروه (۱)
s961303118,33584,درختچه تنگرس چه ویژگی دارد؟,10,گیاهی با برگهای خطی که میوه شفت دارد  ,3289,سیستماتیک گیاهی 3,سیستماتیک گیاهی ۳ گروه (۱)
s961303121,33584,درختچه تنگرس چه ویژگی دارد؟,10,گیاهی با برگهای خطی که میوه شفت دارد  ,3289,سیستماتیک گیاهی 3,سیستماتیک گیاهی ۳ گروه (۱)
s961303124,33584,درختچه تنگرس چه ویژگی دارد؟,1000,گیاهی با برگهای خطی که میوه شفت دارد  ,3289,سیستماتیک گیاهی 3,سیستماتیک گیاهی ۳ گروه (۱)
s971303103,33584,درختچه تنگرس چه ویژگی دارد؟,10,گیاهی با برگهای خطی که میوه شفت دارد  ,3289,سیستماتیک گیاهی 3,سیستماتیک گیاهی ۳ گروه (۱)
s971303104,33584,درختچه تنگرس چه ویژگی دارد؟,10,گیاهی با برگهای خطی که میوه شفت دارد  ,3289,سیستماتیک گیاهی 3,سیستماتیک گیاهی ۳ گروه (۱)
s971303105,33584,درختچه تنگرس چه ویژگی دارد؟,100,گیاهی با برگهای خطی که میوه شفت دارد  ,3289,سیستماتیک گیاهی 3,سیستماتیک گیاهی ۳ گروه (۱)
s971303106,33584,درختچه تنگرس چه ویژگی دارد؟,0,گیاهی با برگهای خطی که میوه شفت دارد  ,3289,سیستماتیک گیاهی 3,سیستماتیک گیاهی ۳ گروه (۱)
s971303107,33584,درختچه تنگرس چه ویژگی دارد؟,10,گیاهی با برگهای خطی که میوه شفت دارد  ,3289,سیستماتیک گیاهی 3,سیستماتیک گیاهی ۳ گروه (۱)
s971303108,33584,درختچه تنگرس چه ویژگی دارد؟,10,گیاهی با برگهای خطی که میوه شفت دارد  ,3289,سیستماتیک گیاهی 3,سیستماتیک گیاهی ۳ گروه (۱)
s971303109,33584,درختچه تنگرس چه ویژگی دارد؟,10,گیاهی با برگهای خطی که میوه شفت دارد  ,3289,سیستماتیک گیاهی 3,سیستماتیک گیاهی ۳ گروه (۱)
s971303110,33584,درختچه تنگرس چه ویژگی دارد؟,10,گیاهی با برگهای خطی که میوه شفت دارد  ,3289,سیستماتیک گیاهی 3,سیستماتیک گیاهی ۳ گروه (۱)
s971303113,33584,درختچه تنگرس چه ویژگی دارد؟,10,گیاهی با برگهای خطی که میوه شفت دارد  ,3289,سیستماتیک گیاهی 3,سیستماتیک گیاهی ۳ گروه (۱)
